,explicit,key,mode,danceability,loudness,speechiness,energy,valence,acousticness,tempo,instrumentalness,liveness,popularidad_predicha
Song_3380,1,8,1,0.56,-56.12,0.72,0.04,0.49,0.46,102.28,0.62,0.17,63.17
Song_3381,0,10,1,0.66,-24.89,0.79,0.87,0.28,0.34,88.12,0.07,0.81,59.23
Song_3382,1,11,1,0.88,-52.20,0.39,0.49,0.97,0.99,173.97,0.17,0.63,62.67
Song_3383,0,11,1,0.07,-25.70,0.18,0.48,0.71,0.88,148.15,0.35,0.39,60.15
Song_3384,0,8,1,0.30,-13.22,0.62,0.28,0.46,0.95,118.03,0.23,0.66,60.66
Song_3385,0,2,1,0.69,-4.23,0.96,0.20,0.07,0.05,65.08,0.31,0.85,60.49
Song_3386,1,5,1,0.03,-55.98,0.70,0.29,0.14,0.82,103.08,0.97,0.86,62.43
Song_3387,0,6,0,0.20,-41.76,0.12,0.65,0.20,0.89,75.59,0.80,0.33,60.97
Song_3388,0,9,1,0.22,-20.85,0.40,0.10,0.90,0.48,128.87,0.07,0.12,60.03
Song_3389,0,8,0,0.67,-41.07,0.92,0.33,0.97,0.89,175.84,0.06,0.22,59.97
Song_3390,1,1,0,0.29,-32.94,0.63,0.98,0.27,0.10,103.76,0.05,0.61,62.86
Song_3391,1,7,0,0.60,-58.79,0.15,0.27,0.50,0.06,110.06,0.72,0.52,63.92
Song_3392,0,6,1,0.97,-18.39,0.72,0.97,0.79,0.29,169.65,0.51,0.49,59.60
Song_3393,1,3,1,0.79,-7.00,0.35,0.10,0.38,0.03,123.85,0.15,0.30,62.58
Song_3394,1,1,1,0.33,-1.39,0.49,0.79,0.49,0.68,153.55,0.94,0.08,61.80
Song_3395,0,7,1,0.47,-10.17,0.42,0.44,0.89,0.93,86.41,0.20,0.30,60.97
Song_3396,0,10,0,0.20,-58.09,0.73,0.19,0.21,0.30,95.13,0.72,0.69,61.61
Song_3397,1,4,1,0.02,-20.89,0.22,0.79,0.99,0.66,148.90,1.00,0.62,62.73
Song_3398,0,5,0,0.29,-30.26,0.39,0.01,0.46,0.47,75.67,0.99,0.28,59.95
Song_3399,1,10,1,0.37,-3.73,0.74,0.35,0.26,0.26,84.54,0.62,0.77,61.67
Song_3400,1,6,1,0.56,-5.87,0.70,0.60,0.89,0.92,104.47,0.15,0.96,60.72
Song_3401,1,9,0,0.94,-0.72,0.20,0.23,0.08,0.96,85.26,0.99,0.25,63.19
Song_3402,1,0,0,0.95,-8.28,0.35,0.33,0.64,0.13,196.56,0.73,0.79,62.09
Song_3403,1,7,0,0.07,-27.19,0.01,0.09,0.06,0.77,95.86,0.83,0.79,64.22
Song_3404,1,3,1,0.61,-17.11,0.53,0.85,0.95,0.19,193.64,0.98,0.53,60.60
Song_3405,0,8,1,0.04,-2.12,0.28,0.42,0.64,0.49,178.49,0.20,0.01,61.17
Song_3406,0,0,0,0.65,-25.31,0.01,0.15,0.40,0.36,106.57,0.32,0.29,61.56
Song_3407,1,10,1,0.12,-9.60,0.42,0.20,0.42,0.24,136.83,0.25,0.04,63.47
Song_3408,1,1,0,0.95,-3.47,0.93,0.28,0.17,0.68,107.32,0.99,0.41,60.60
Song_3409,1,5,1,0.86,-25.77,0.92,0.23,0.36,0.86,158.43,0.65,0.57,61.64
Song_3410,0,10,0,0.02,-50.45,0.37,0.50,0.90,0.78,110.69,0.31,0.44,60.52
Song_3411,1,9,0,0.78,-50.67,0.45,0.91,0.81,0.72,125.29,0.37,0.69,62.40
Song_3412,0,10,1,0.64,-53.08,0.24,0.18,0.66,0.07,160.64,0.45,0.24,61.28
Song_3413,1,0,0,0.50,-31.42,0.07,0.45,0.97,0.10,118.30,0.44,0.08,63.84
Song_3414,1,3,1,0.60,-31.19,0.69,0.66,0.57,0.46,156.51,0.17,0.17,61.55
Song_3415,0,7,1,0.68,-22.96,0.80,0.18,0.18,0.56,111.83,0.86,0.27,58.89
Song_3416,0,9,0,0.88,-31.03,0.88,0.15,0.71,0.72,115.91,0.77,0.24,60.13
Song_3417,1,4,0,0.77,-1.62,0.94,0.16,0.59,0.36,104.99,0.91,0.51,62.08
Song_3418,1,8,1,0.58,-42.52,0.92,0.88,0.44,0.02,198.52,0.53,0.90,62.43
Song_3419,1,10,1,0.82,-7.57,0.03,0.71,0.15,0.04,130.69,0.67,0.36,62.39
Song_3420,0,10,0,0.99,-53.98,0.98,0.34,0.68,0.85,91.08,0.75,0.08,61.47
Song_3421,0,5,0,0.30,-23.88,0.38,0.90,0.44,0.13,139.40,0.59,0.82,60.56
Song_3422,0,0,0,0.12,-21.10,0.89,0.95,0.58,0.94,125.66,0.70,0.02,59.45
Song_3423,0,5,1,0.73,-13.67,0.44,0.40,0.32,0.33,169.04,0.53,0.52,59.82
Song_3424,0,5,1,0.98,-29.82,0.42,0.51,0.16,0.58,191.01,0.40,0.81,61.00
Song_3425,0,5,1,0.12,-48.17,0.01,0.36,0.36,0.17,75.50,0.98,0.57,62.38
Song_3426,1,7,0,0.43,-37.86,0.05,0.23,0.85,0.45,197.37,0.48,0.93,63.81
Song_3427,1,5,0,0.06,-43.67,0.67,0.78,0.16,0.88,83.09,0.84,0.03,62.55
Song_3428,0,4,1,0.78,-34.85,0.94,0.65,0.47,0.98,98.26,0.60,0.94,59.73
Song_3429,1,10,1,0.95,-28.20,0.22,0.37,0.30,0.77,168.55,0.27,0.75,63.21
Song_3430,1,1,0,0.50,-22.50,0.09,0.01,0.96,0.76,81.76,0.11,0.33,62.37
Song_3431,0,3,1,0.41,-9.29,0.21,0.76,0.08,0.89,174.45,0.92,0.63,60.66
Song_3432,1,9,0,0.91,-5.40,0.21,0.48,0.25,0.24,154.29,0.34,0.56,62.03
Song_3433,0,4,0,0.13,-32.25,0.29,0.07,0.45,0.74,172.74,0.30,0.91,60.04
Song_3434,0,9,0,0.89,-54.68,0.09,0.12,0.25,0.56,138.88,0.75,0.41,60.61
Song_3435,1,3,1,0.39,-12.18,0.24,0.63,0.71,0.26,197.78,0.65,0.10,60.93
Song_3436,0,1,1,0.56,-31.37,0.92,0.55,0.37,0.06,143.01,0.66,0.07,60.07
Song_3437,0,6,0,0.53,-27.21,0.89,0.24,0.78,0.20,115.38,0.13,0.41,60.10
Song_3438,0,9,0,0.62,-24.25,0.32,0.14,0.55,0.65,195.30,0.25,0.99,59.27
Song_3439,0,9,1,0.94,-19.93,1.00,0.88,0.43,0.57,70.31,0.50,0.62,59.42
Song_3440,0,1,0,0.95,-6.59,0.30,0.13,0.36,0.07,132.05,0.87,0.74,60.68
Song_3441,0,0,1,0.83,-2.87,0.72,0.09,0.22,0.56,148.49,0.43,0.96,60.13
Song_3442,0,4,1,0.19,-3.59,0.64,0.62,0.25,0.39,108.36,0.14,0.66,60.30
Song_3443,0,11,1,0.33,-11.43,0.06,0.25,0.18,0.01,72.88,0.40,0.60,61.63
Song_3444,1,0,0,0.49,-6.65,0.34,0.66,0.85,0.91,117.41,0.29,0.19,61.49
Song_3445,1,0,0,0.91,-57.02,0.95,0.49,0.55,0.26,173.48,0.99,0.29,63.96
Song_3446,1,0,0,0.52,-9.05,0.05,0.21,0.48,0.55,139.96,0.38,0.88,63.62
Song_3447,0,5,0,0.98,-55.66,0.17,0.07,0.32,0.59,166.10,0.62,0.51,60.72
Song_3448,0,8,1,0.98,-15.23,0.97,0.07,0.52,0.50,160.47,0.57,0.86,59.21
Song_3449,1,9,0,0.60,-49.84,0.04,0.59,0.88,0.24,100.12,0.17,0.02,64.90
Song_3450,1,10,1,0.88,-38.39,0.45,0.76,0.86,0.41,95.49,0.13,0.51,61.70
Song_3451,1,11,0,1.00,-48.95,0.92,0.69,0.60,0.29,170.74,0.02,0.32,62.47
Song_3452,0,0,0,0.85,-33.39,0.94,0.59,0.53,0.43,83.82,0.14,0.28,59.34
Song_3453,1,4,0,0.66,-35.30,0.98,0.21,0.23,0.08,139.14,0.73,0.86,63.16
Song_3454,1,8,0,0.85,-57.12,0.48,0.86,0.69,0.17,193.90,0.63,0.84,63.05
Song_3455,0,8,0,0.08,-10.17,0.09,0.63,0.85,0.14,133.57,0.28,0.90,60.62
Song_3456,1,0,1,0.63,-8.75,0.77,0.69,0.31,0.60,172.94,0.22,0.43,60.19
Song_3457,0,7,0,0.22,-12.75,0.71,0.22,0.44,0.66,95.86,0.03,0.96,60.29
Song_3458,0,0,0,0.12,-9.14,0.58,0.26,0.11,0.91,68.12,0.28,0.32,61.77
Song_3459,0,7,0,0.89,-14.95,0.89,0.91,0.86,0.26,108.76,0.34,0.99,59.45
Song_3460,1,0,0,0.64,-3.75,0.91,0.48,0.10,0.39,140.49,0.87,0.76,60.53
Song_3461,1,11,0,0.24,-25.42,0.68,0.55,0.70,0.62,149.59,0.01,0.65,61.49
Song_3462,0,4,1,0.39,-25.04,0.11,0.11,0.19,0.97,135.06,0.26,0.89,60.57
Song_3463,1,7,0,0.97,-8.41,0.10,0.39,0.73,0.39,120.61,0.95,0.63,62.08
Song_3464,1,5,1,0.86,-39.04,0.41,0.89,0.64,0.29,197.96,0.85,0.42,61.61
Song_3465,1,8,0,0.02,-57.00,0.29,0.90,0.69,0.39,156.39,0.88,0.36,62.56
Song_3466,1,0,1,0.98,-15.01,0.13,0.73,0.64,0.31,193.53,0.00,0.14,60.84
Song_3467,0,8,0,0.37,-44.72,0.61,0.55,0.40,0.09,84.72,0.36,0.48,61.30
Song_3468,1,0,0,0.70,-31.55,0.68,0.93,0.62,0.35,199.94,0.48,0.79,62.09
Song_3469,0,9,1,0.71,-45.57,0.70,0.87,0.23,0.59,158.42,0.11,0.14,60.12
Song_3470,0,9,0,0.91,-10.37,0.18,0.85,0.27,0.18,196.07,0.08,0.93,60.03
Song_3471,1,2,1,0.89,-2.50,0.31,0.88,0.07,0.83,144.84,0.36,0.22,61.40
Song_3472,0,0,0,0.28,-56.70,0.20,0.45,0.61,0.74,81.56,0.92,0.96,59.62
Song_3473,1,2,1,0.64,-46.00,0.60,0.53,0.84,0.56,108.73,0.40,0.46,61.98
Song_3474,1,11,1,0.39,-48.63,0.57,0.42,0.38,0.74,67.42,0.76,0.14,63.19
Song_3475,0,10,1,0.53,-19.61,0.50,0.74,0.21,0.32,81.20,0.60,0.11,60.05
Song_3476,0,1,0,0.55,-34.28,0.30,0.59,0.82,0.20,199.78,0.89,0.66,60.13
Song_3477,0,1,1,0.40,-32.62,0.24,0.07,0.64,0.84,188.22,0.33,0.81,60.37
Song_3478,0,8,0,0.46,-50.58,0.89,0.14,0.89,0.82,186.25,0.13,0.06,59.49
Song_3479,1,7,1,0.21,-35.12,0.05,0.19,0.01,0.74,60.28,0.14,0.92,65.75
Song_3480,1,0,1,0.61,-41.81,0.66,0.67,0.40,0.26,123.08,0.19,0.04,62.62
Song_3481,1,11,1,0.76,-23.33,0.02,0.11,0.90,0.34,169.48,0.81,0.55,64.49
Song_3482,0,3,0,0.43,-46.97,0.19,0.54,0.68,0.38,91.73,0.57,0.52,60.91
Song_3483,0,0,0,0.98,-23.11,0.29,0.84,0.47,0.18,118.81,0.55,0.81,59.81
Song_3484,0,0,0,0.06,-37.34,0.89,0.95,0.41,0.76,88.69,0.12,0.58,59.27
Song_3485,1,11,1,0.59,-39.22,0.14,0.43,0.90,0.18,156.97,0.18,0.34,63.29
Song_3486,0,11,0,0.58,-41.67,0.94,0.53,0.83,0.22,158.56,0.21,0.58,60.57
Song_3487,1,3,0,0.04,-19.57,0.82,0.83,0.01,0.05,99.58,0.75,0.95,63.57
Song_3488,0,1,1,0.22,-26.25,0.68,0.94,0.12,0.66,126.82,0.70,0.12,60.31
Song_3489,1,2,1,0.91,-8.90,0.41,0.39,0.51,0.93,123.24,0.58,0.66,60.76
Song_3490,1,10,0,0.54,-45.50,0.91,0.35,0.11,0.48,168.92,0.10,0.17,61.89
Song_3491,0,8,0,0.44,-57.59,0.53,0.45,0.27,0.90,154.52,0.15,0.20,60.64
Song_3492,0,1,0,0.42,-49.08,0.37,0.25,0.83,0.84,69.55,0.26,0.97,60.05
Song_3493,1,3,1,0.89,-39.40,0.59,0.86,0.39,0.79,81.15,0.83,0.83,61.86
Song_3494,1,0,1,0.37,-49.22,0.23,0.32,0.45,0.17,177.60,0.72,0.91,64.26
Song_3495,0,1,1,0.86,-54.99,0.27,0.45,0.17,0.38,195.18,0.91,0.15,60.47
Song_3496,0,4,1,0.31,-33.28,0.92,0.32,0.60,0.66,149.09,0.03,0.41,58.92
Song_3497,1,9,1,0.53,-19.38,0.79,0.12,0.12,0.34,111.07,0.82,0.77,61.44
Song_3498,0,0,0,0.14,-14.91,0.51,0.61,0.63,0.71,90.95,0.02,0.65,60.00
Song_3499,1,10,0,0.83,-36.08,0.42,0.59,0.75,0.29,164.10,0.67,0.15,62.49
Song_3500,1,6,0,0.74,-31.32,0.81,0.29,0.87,0.39,149.38,0.65,0.44,61.40
Song_3501,0,3,1,0.53,-14.67,0.57,0.03,0.58,0.73,187.25,0.27,0.24,60.09
Song_3502,0,5,1,0.03,-38.84,0.42,0.94,0.33,0.12,186.44,0.75,0.34,60.24
Song_3503,0,7,0,0.48,-12.91,0.52,0.36,0.85,0.79,103.01,0.42,0.91,60.21
Song_3504,0,5,0,0.23,-1.96,0.23,0.54,0.60,0.71,172.41,0.63,0.25,60.87
Song_3505,0,1,0,0.41,-7.17,0.20,0.14,0.36,0.45,95.50,0.63,0.38,61.18
Song_3506,1,0,1,0.86,-32.78,0.99,0.25,0.32,0.44,169.48,0.88,0.52,62.32
Song_3507,1,7,1,0.77,-25.23,0.97,0.44,0.32,0.91,83.53,0.67,0.07,62.08
Song_3508,0,7,1,0.24,-17.01,0.42,0.56,0.06,0.72,108.68,0.67,0.89,60.52
Song_3509,0,8,1,0.98,-39.04,0.52,0.85,0.10,0.62,72.03,0.60,0.46,60.21
Song_3510,0,5,1,0.90,-12.05,0.83,0.29,0.09,0.86,101.41,0.10,0.36,59.90
Song_3511,1,11,0,0.53,-33.78,0.73,0.87,0.31,0.33,104.54,0.30,0.48,61.67
Song_3512,0,0,0,0.53,-9.19,0.10,0.46,0.47,0.29,153.61,0.46,0.67,60.98
Song_3513,0,8,1,0.90,-44.72,0.37,0.43,0.15,0.21,160.14,0.25,0.61,61.70
Song_3514,1,11,1,0.64,-59.32,0.25,0.40,0.83,0.52,142.33,0.17,0.58,62.76
Song_3515,1,2,0,0.54,-22.04,0.99,0.89,0.07,0.99,167.81,0.51,0.31,63.20
Song_3516,0,10,1,0.75,-32.89,0.75,0.25,0.95,0.93,123.22,0.84,0.43,59.14
Song_3517,0,5,1,0.24,-56.41,0.05,0.86,0.07,0.46,147.91,0.63,0.70,61.30
Song_3518,0,9,0,0.88,-30.74,0.90,0.09,0.89,0.11,110.30,0.69,0.87,59.96
Song_3519,1,9,1,0.53,-49.89,0.93,0.96,0.26,0.87,132.99,0.14,0.14,61.80
Song_3520,0,10,1,0.60,-22.22,0.33,0.50,0.99,0.92,79.75,0.80,0.84,59.70
Song_3521,0,11,0,0.09,-33.30,0.64,1.00,0.52,0.17,145.54,0.11,0.80,60.78
Song_3522,0,8,1,0.31,-49.73,0.68,0.61,0.02,0.88,88.69,0.28,0.74,62.77
Song_3523,1,10,1,0.43,-35.28,0.73,0.12,0.28,0.45,124.52,0.88,0.46,62.55
Song_3524,1,2,0,0.41,-46.04,0.69,0.06,0.94,0.01,153.16,0.92,0.56,63.49
Song_3525,0,4,0,0.78,-20.81,0.56,0.19,0.30,0.94,119.90,0.09,0.48,60.07
Song_3526,0,4,1,0.28,-42.29,0.95,0.42,0.36,0.04,91.24,0.16,0.51,60.61
Song_3527,1,9,0,0.18,-10.68,0.51,0.75,0.04,0.03,153.27,0.36,0.62,61.74
Song_3528,1,6,0,0.58,-59.15,0.11,0.00,0.25,0.96,179.35,0.72,0.49,64.49
Song_3529,1,3,1,0.62,-35.79,0.08,0.26,0.26,0.21,130.06,0.15,0.56,64.39
Song_3530,1,10,0,0.12,-22.98,0.02,0.59,0.72,0.56,138.07,0.15,0.66,64.33
Song_3531,1,3,1,0.00,-58.64,0.43,0.30,0.51,0.94,114.72,0.55,0.27,63.49
Song_3532,1,6,0,0.92,-47.05,0.27,0.36,0.16,0.94,141.65,0.59,0.72,64.01
Song_3533,1,8,0,0.08,-40.35,0.90,0.30,0.80,0.17,129.34,0.09,0.97,62.05
Song_3534,1,10,1,0.90,-58.69,0.87,0.95,0.61,0.51,164.52,0.41,0.20,61.48
Song_3535,1,3,1,0.40,-27.20,0.84,0.07,0.27,0.01,93.64,0.73,0.92,62.44
Song_3536,0,3,1,0.65,-22.15,0.87,0.91,0.22,0.09,128.07,0.34,0.42,59.61
Song_3537,0,5,0,0.19,-46.35,0.30,0.32,0.92,0.95,104.27,0.24,0.92,60.55
Song_3538,0,5,1,0.82,-27.39,0.43,0.25,0.64,0.42,73.22,0.11,0.42,60.35
Song_3539,1,6,1,0.18,-0.05,0.31,0.88,0.81,0.15,114.11,0.46,0.71,60.95
Song_3540,0,0,0,0.39,-6.78,0.09,0.29,0.23,0.63,193.44,0.94,0.56,60.94
Song_3541,1,10,0,0.24,-56.48,0.92,0.99,0.59,0.17,124.47,0.61,0.75,63.64
Song_3542,1,2,0,0.84,-52.33,0.62,0.55,0.05,0.98,136.39,0.07,0.70,64.24
Song_3543,0,8,1,0.86,-30.34,0.13,0.48,0.59,0.67,163.91,0.26,0.96,59.71
Song_3544,1,5,0,0.37,-45.29,0.21,0.98,0.20,0.37,197.87,0.74,0.29,63.45
Song_3545,0,5,0,0.31,-55.14,0.45,0.23,0.67,0.38,117.65,0.76,0.93,61.22
Song_3546,0,4,1,0.77,-44.73,0.05,0.91,0.93,0.92,132.47,0.38,0.25,60.69
Song_3547,0,10,0,0.88,-56.33,0.27,0.59,0.46,0.90,195.59,0.07,0.79,59.54
Song_3548,1,2,0,0.62,-28.21,0.70,0.75,0.31,0.95,120.03,0.54,0.49,62.16
Song_3549,0,10,1,0.93,-30.58,0.92,0.58,0.12,0.45,170.65,0.73,0.07,60.27
Song_3550,1,4,0,0.38,-59.62,0.93,0.62,0.67,0.85,122.14,0.33,0.03,62.47
Song_3551,0,0,1,0.15,-31.05,0.52,0.15,0.58,0.48,91.87,0.79,0.52,59.75
Song_3552,0,2,1,0.18,-28.81,0.31,0.15,0.54,0.63,191.09,0.33,0.03,60.26
Song_3553,0,3,1,0.67,-23.66,0.92,0.40,0.94,0.51,159.69,0.17,0.95,59.00
Song_3554,1,4,1,0.41,-1.79,0.79,0.35,0.98,0.61,180.90,0.80,0.17,61.44
Song_3555,1,9,1,0.16,-1.04,0.59,0.71,0.72,0.51,76.25,0.13,0.49,60.57
Song_3556,1,8,0,0.29,-28.38,0.83,0.72,0.20,0.15,158.69,0.24,0.38,62.43
Song_3557,0,3,1,0.53,-9.29,0.46,0.56,0.95,0.11,149.66,0.85,0.52,60.57
Song_3558,0,2,1,0.12,-54.89,0.11,0.40,0.34,0.94,127.76,0.52,0.21,61.00
Song_3559,1,9,1,0.00,-28.13,0.94,0.68,0.08,0.51,79.89,0.15,0.87,61.82
Song_3560,1,0,1,0.92,-19.27,0.53,0.69,0.24,0.94,118.07,0.62,0.01,62.05
Song_3561,1,9,0,0.30,-26.12,0.70,0.81,0.83,0.69,146.48,0.59,0.57,61.91
Song_3562,1,5,0,0.22,-46.16,0.39,0.81,0.20,0.09,154.85,0.55,0.35,62.97
Song_3563,1,6,0,0.70,-56.24,0.14,0.07,0.40,0.20,76.38,0.34,0.21,64.14
Song_3564,1,9,1,0.85,-36.80,0.27,0.37,0.27,0.77,122.14,0.41,0.21,62.99
Song_3565,0,7,0,0.63,-21.14,0.04,0.42,0.05,0.18,119.57,0.76,0.18,60.84
Song_3566,1,11,0,0.25,-0.50,0.09,0.85,0.56,0.01,170.07,0.93,0.60,62.39
Song_3567,0,0,1,0.86,-45.81,0.20,0.50,0.63,0.11,65.77,0.58,0.89,61.10
Song_3568,0,11,1,0.51,-4.93,0.56,0.49,0.79,0.48,169.97,0.93,0.40,60.58
Song_3569,1,3,0,0.38,-55.90,0.99,0.55,0.41,0.16,169.69,0.18,0.16,63.45
Song_3570,1,10,0,0.60,-4.14,0.84,0.13,0.14,0.05,157.59,0.29,0.05,62.48
Song_3571,0,4,0,0.70,-10.06,0.09,0.57,0.65,0.74,185.97,0.84,0.82,60.72
Song_3572,1,1,0,0.59,-58.74,0.84,0.55,0.89,0.97,125.12,0.96,0.22,61.77
Song_3573,1,0,1,0.92,-42.11,0.54,0.75,0.12,0.98,73.45,0.89,0.74,61.83
Song_3574,0,7,1,0.63,-56.94,0.66,0.63,0.18,0.90,106.41,0.49,0.53,60.84
Song_3575,0,5,1,0.88,-0.27,0.13,0.96,0.33,0.02,145.57,0.81,0.64,59.85
Song_3576,0,4,1,0.59,-34.33,0.40,0.08,0.65,0.24,105.21,0.20,0.58,60.57
Song_3577,1,8,1,0.33,-20.27,0.88,0.77,0.52,0.14,148.61,0.32,0.95,61.01
Song_3578,0,10,0,0.53,-45.95,0.43,0.75,0.71,0.64,66.11,1.00,0.10,59.93
Song_3579,1,10,1,0.09,-3.98,0.13,0.27,0.03,0.85,69.85,0.18,0.66,62.62
Song_3580,0,1,1,0.23,-43.55,0.31,0.70,0.81,0.57,61.47,0.24,0.11,60.73
Song_3581,0,9,0,0.77,-44.39,0.22,0.66,0.99,0.35,196.63,0.72,0.19,60.34
Song_3582,0,11,1,0.66,-41.12,0.69,0.30,0.05,0.91,96.63,0.67,0.67,62.26
Song_3583,1,7,0,0.17,-32.25,0.91,0.72,0.50,0.51,171.38,0.72,0.62,62.53
Song_3584,1,10,1,0.44,-58.89,0.73,0.93,0.74,0.17,184.16,0.95,0.49,62.00
Song_3585,0,9,1,0.14,-24.13,0.84,0.31,0.48,0.53,82.07,0.12,0.77,58.95
Song_3586,0,8,1,0.86,-58.10,0.81,0.98,0.59,0.02,87.88,0.58,0.69,62.68
Song_3587,0,0,0,0.11,-27.65,0.01,0.22,0.92,0.04,113.53,0.26,0.06,62.33
Song_3588,1,6,1,0.65,-32.53,0.12,0.13,0.54,0.63,130.57,0.39,0.65,62.74
Song_3589,0,7,0,0.61,-45.45,0.42,0.08,0.24,0.72,134.86,0.32,0.39,61.33
Song_3590,1,2,1,0.47,-40.21,0.11,0.21,0.74,0.14,114.00,0.93,0.47,63.84
Song_3591,0,3,1,0.28,-17.66,0.73,0.34,0.38,0.53,142.07,0.95,0.52,59.24
Song_3592,0,2,0,0.40,-59.42,0.07,0.73,0.29,0.77,163.05,0.50,0.34,60.53
Song_3593,0,6,0,0.81,-41.00,0.42,0.07,0.25,0.88,158.02,0.73,0.45,60.85
Song_3594,0,8,1,0.76,-19.18,0.39,0.51,0.08,0.47,64.23,0.21,0.56,60.60
Song_3595,0,2,0,0.74,-50.86,0.54,0.52,0.93,0.12,143.06,0.34,0.06,60.64
Song_3596,0,5,1,0.75,-26.38,0.63,0.23,0.56,0.07,159.77,0.66,0.57,59.77
Song_3597,1,7,1,0.14,-49.86,0.95,0.05,0.96,0.86,88.09,0.67,0.35,62.38
Song_3598,0,5,0,0.10,-50.71,0.27,0.23,0.86,0.08,144.51,0.91,0.57,60.82
Song_3599,1,1,0,0.86,-13.66,0.67,0.23,0.03,0.82,75.52,0.75,0.45,62.63
Song_3600,0,6,0,0.84,-44.01,0.04,0.69,0.25,0.44,153.09,0.84,0.18,60.05
Song_3601,0,1,1,0.68,-37.45,0.00,0.23,0.32,0.44,146.86,0.82,0.11,60.82
Song_3602,1,1,0,0.61,-16.20,0.03,0.34,0.49,0.52,93.73,0.27,0.87,62.24
Song_3603,0,1,1,0.37,-49.23,0.45,0.05,0.72,0.14,182.55,0.81,0.40,61.33
Song_3604,1,10,0,0.22,-28.10,0.56,0.62,0.68,0.74,172.92,0.21,0.62,62.21
Song_3605,1,0,0,0.67,-4.93,0.01,0.47,0.99,0.30,163.46,0.01,0.09,63.01
Song_3606,0,10,0,0.91,-26.77,0.40,0.34,0.92,0.60,124.34,0.62,0.41,59.90
Song_3607,1,0,0,0.44,-57.07,0.04,0.70,0.19,0.01,91.76,0.36,0.71,64.68
Song_3608,1,6,0,0.30,-24.62,0.65,0.68,0.86,0.28,169.51,0.67,0.97,61.42
Song_3609,0,11,1,0.27,-54.59,0.63,0.33,0.84,0.04,90.04,0.22,0.56,61.13
Song_3610,1,4,0,0.02,-43.07,0.78,0.71,0.57,0.31,128.17,0.25,0.18,62.19
Song_3611,0,10,0,0.52,-9.02,0.55,0.35,0.34,0.13,113.02,0.90,0.01,60.78
Song_3612,0,2,1,0.99,-59.34,0.62,0.22,0.21,0.07,88.28,0.66,0.35,61.86
Song_3613,0,0,1,0.82,-55.38,0.28,0.72,0.21,0.85,146.05,0.09,0.41,60.48
Song_3614,0,10,1,0.90,-38.20,0.09,0.73,0.34,0.36,197.49,0.35,0.50,59.65
Song_3615,1,9,1,0.62,-0.04,0.74,0.87,0.50,0.83,126.68,0.65,0.00,60.79
Song_3616,0,5,0,0.48,-42.49,0.61,0.50,0.58,0.89,129.93,0.72,0.72,60.73
Song_3617,0,10,0,0.99,-50.56,0.94,0.23,0.33,0.51,112.18,0.50,0.66,61.68
Song_3618,1,0,1,0.45,-27.03,0.99,0.84,0.36,0.57,91.96,0.25,0.02,61.64
Song_3619,0,8,0,0.92,-28.84,0.85,0.17,0.01,0.65,99.56,0.67,0.33,61.20
Song_3620,0,1,1,0.76,-33.02,0.99,0.94,0.00,0.64,182.62,0.08,0.37,60.39
Song_3621,1,0,1,0.33,-3.20,0.65,0.31,0.91,0.53,192.74,0.79,0.28,61.65
Song_3622,1,11,0,0.50,-43.19,0.09,0.02,0.01,0.59,175.67,0.76,0.30,66.10
Song_3623,1,6,0,0.38,-42.40,0.09,0.19,0.03,0.44,63.70,0.29,0.43,65.60
Song_3624,1,5,1,0.14,-51.58,0.81,0.41,0.21,0.92,145.09,0.06,0.70,62.90
Song_3625,1,5,0,0.36,-18.16,0.24,0.06,0.74,0.72,136.90,0.09,0.68,61.43
Song_3626,1,4,1,0.89,-40.72,0.06,0.41,0.68,0.31,168.47,0.43,0.41,63.74
Song_3627,1,10,1,0.75,-11.84,0.47,0.20,0.65,0.34,169.28,0.18,0.62,61.63
Song_3628,0,3,1,0.28,-1.69,0.31,0.02,0.57,0.46,121.34,0.44,0.07,61.79
Song_3629,1,10,1,0.37,-57.38,0.59,0.30,0.20,0.03,100.25,0.06,0.77,63.73
Song_3630,1,3,0,0.62,-0.41,0.60,0.23,0.40,0.99,73.62,0.44,0.44,61.32
Song_3631,1,2,1,0.42,-44.75,0.68,0.42,0.48,0.47,145.59,0.90,0.09,61.87
Song_3632,0,9,1,0.50,-34.79,0.58,0.76,0.58,0.78,98.31,0.68,0.37,59.44
Song_3633,0,7,1,0.70,-13.34,0.38,0.51,0.20,0.16,195.05,0.06,0.71,60.93
Song_3634,1,6,0,0.47,-20.08,0.02,0.77,0.73,0.61,66.54,0.08,0.12,65.56
Song_3635,1,8,1,0.19,-13.29,0.91,0.34,0.31,0.38,195.00,0.51,0.81,60.58
Song_3636,1,0,1,0.52,-32.02,0.33,0.01,0.66,0.89,129.41,0.26,0.71,62.46
Song_3637,0,6,0,0.36,-5.04,0.51,0.92,0.51,0.93,144.92,0.44,0.08,60.97
Song_3638,0,9,1,0.29,-12.60,0.56,0.31,0.59,0.62,141.69,0.77,0.98,59.12
Song_3639,1,3,1,0.33,-41.45,0.31,0.53,0.41,0.06,165.38,0.39,0.94,63.74
Song_3640,0,6,1,0.44,-3.09,0.31,0.47,0.45,0.47,72.73,0.30,0.13,61.54
Song_3641,1,11,1,0.89,-2.34,0.26,0.58,0.87,0.02,184.30,0.90,0.20,62.90
Song_3642,0,0,0,0.73,-35.10,0.24,0.88,0.48,0.52,170.75,0.71,0.35,59.83
